"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"207","1478890444",132,"Filler131","NULL",2,3174,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"208","1478890444",52,"ItemConfigurationParticiples41","NULL",5,6285,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"209","1478890444",31,"ItemPronominalagreementsingular20","NULL",1,3389,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"210","1478890444",130,"Filler129","NULL",1,3012,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"211","1478890444",25,"ItemPronominalagreementsingular14","NULL",1,2151,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"212","1478890444",79,"ItemOverflowing68","NULL",7,4687,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"213","1478890444",96,"ItemAbstractNoun85","NULL",5,2923,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"214","1478890444",65,"ItemConfigurationAdjectives54","NULL",7,3242,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"215","1478890444",72,"ItemBreakableness61","NULL",5,1918,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"216","1478890444",37,"ItemPronominalagreementplural26","NULL",3,6569,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"217","1478890444",85,"ItemShapeModifier74","NULL",7,4105,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"218","1478890444",116,"Filler115","NULL",1,3558,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"219","1478890444",19,"ItemPronominalagreementsingular8","NULL",7,2614,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"220","1478890444",121,"Filler120","NULL",1,2314,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"221","1478890444",33,"ItemPronominalagreementplural22","NULL",2,2652,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"222","1478890444",131,"Filler130","NULL",1,2570,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"223","1478890444",61,"ItemConfigurationAdjectives50","NULL",1,2656,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"224","1478890444",36,"ItemPronominalagreementplural25","NULL",1,5395,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"225","1478890444",129,"Filler128","NULL",1,2422,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"226","1478890444",51,"ItemPronominalagreementplural40","NULL",7,2503,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"227","1478890444",110,"Filler109","NULL",2,3429,"She made a loudly statement.",109,"Filler","Filler",NA
"228","1478890444",81,"ItemOverflowing70","NULL",7,2436,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"229","1478890444",93,"ItemAbstractNoun82","NULL",6,2782,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"230","1478890444",57,"ItemConfigurationParticiples46","NULL",1,2891,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"231","1478890444",68,"ItemBreakableness57","NULL",6,3294,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"232","1478890444",22,"ItemPronominalagreementsingular11","NULL",1,3516,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"233","1478890444",87,"ItemShapeModifier76","NULL",2,2686,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"234","1478890444",104,"Filler103","NULL",1,2891,"We wrote a check under.",103,"Filler","Filler",NA
"235","1478890444",38,"ItemPronominalagreementplural27","NULL",2,4142,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"236","1478890444",100,"Filler99","NULL",1,1656,"She refused of the cake.",99,"Filler","Filler",NA
"237","1478890444",14,"ItemPronominalagreementsingular3","NULL",7,2918,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"238","1478890444",55,"ItemConfigurationParticiples44","NULL",7,5646,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"239","1478890444",35,"ItemPronominalagreementplural24","NULL",2,2727,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"240","1478890444",128,"Filler127","NULL",1,2715,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"241","1478890444",16,"ItemPronominalagreementsingular5","NULL",7,2478,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"242","1478890444",103,"Filler102","NULL",1,2239,"They gave beside to us.",102,"Filler","Filler",NA
"243","1478890444",76,"ItemOverflowing65","NULL",7,3067,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"244","1478890444",94,"ItemAbstractNoun83","NULL",5,3856,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"245","1478890444",66,"ItemConfigurationAdjectives55","NULL",7,3776,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"246","1478890444",74,"ItemBreakableness63","NULL",4,8328,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"247","1478890444",45,"ItemPronominalagreementplural34","NULL",7,3825,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"248","1478890444",88,"ItemShapeModifier77","NULL",6,2403,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"249","1478890444",101,"Filler100","NULL",1,2942,"They watched of the fireworks.",100,"Filler","Filler",NA
"250","1478890444",17,"ItemPronominalagreementsingular6","NULL",7,2870,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"251","1478890444",105,"Filler104","NULL",1,1753,"She built a house for.",104,"Filler","Filler",NA
"252","1478890444",43,"ItemPronominalagreementplural32","NULL",7,3724,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"253","1478890444",118,"Filler117","NULL",1,2569,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"254","1478890444",58,"ItemConfigurationParticiples47","NULL",1,3819,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"255","1478890444",49,"ItemPronominalagreementplural38","NULL",7,3272,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"256","1478890444",120,"Filler119","NULL",1,2569,"A dash of salt the soup.",119,"Filler","Filler",NA
"257","1478890444",50,"ItemPronominalagreementplural39","NULL",7,20323,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"258","1478890444",134,"Filler133","NULL",1,8318,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"259","1478890444",77,"ItemOverflowing66","NULL",6,9227,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"260","1478890444",95,"ItemAbstractNoun84","NULL",4,10193,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"261","1478890444",67,"ItemConfigurationAdjectives56","NULL",7,3367,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"262","1478890444",69,"ItemBreakableness58","NULL",7,2168,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"263","1478890444",47,"ItemPronominalagreementplural36","NULL",7,2532,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"264","1478890444",86,"ItemShapeModifier75","NULL",7,2344,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"265","1478890524",3,"Acclimatization-9","NULL",1,6425,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"266","1478890524",4,"Acclimatization-8","NULL",6,10921,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"267","1478890524",5,"Acclimatization-7","NULL",3,3368,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"268","1478890524",6,"Acclimatization-6","NULL",5,7400,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"269","1478890524",7,"Acclimatization-5","NULL",6,12194,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"270","1478890524",8,"Acclimatization-4","NULL",2,6769,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"271","1478890524",9,"Acclimatization-3","NULL",1,5099,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"272","1478890524",10,"Acclimatization-2","NULL",5,6277,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"273","1478890524",11,"Acclimatization-1","NULL",4,7783,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"274","1478890524",35,"ItemPronominalagreementplural24","NULL",7,5531,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"275","1478890524",134,"Filler133","NULL",2,11271,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"276","1478890524",25,"ItemPronominalagreementsingular14","NULL",1,9114,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"277","1478890524",62,"ItemConfigurationAdjectives51","NULL",2,5736,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"278","1478890524",124,"Filler123","NULL",1,5766,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"279","1478890524",21,"ItemPronominalagreementsingular10","NULL",2,5380,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"280","1478890524",104,"Filler103","NULL",1,7464,"We wrote a check under.",103,"Filler","Filler",NA
"281","1478890524",32,"ItemPronominalagreementplural21","NULL",7,10499,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"282","1478890524",69,"ItemBreakableness58","NULL",7,5535,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"283","1478890524",57,"ItemConfigurationParticiples46","NULL",4,9781,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"284","1478890524",100,"Filler99","NULL",1,3182,"She refused of the cake.",99,"Filler","Filler",NA
"285","1478890524",97,"ItemAbstractNoun86","NULL",5,3254,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"286","1478890524",90,"ItemShapeModifier79","NULL",2,10666,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"287","1478890524",14,"ItemPronominalagreementsingular3","NULL",6,8687,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"288","1478890524",80,"ItemOverflowing69","NULL",4,8883,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"289","1478890524",133,"Filler132","NULL",2,6191,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"290","1478890524",43,"ItemPronominalagreementplural32","NULL",7,3975,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"291","1478890524",128,"Filler127","NULL",1,3713,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"292","1478890524",37,"ItemPronominalagreementplural26","NULL",7,6591,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"293","1478890524",52,"ItemConfigurationParticiples41","NULL",3,7139,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"294","1478890524",101,"Filler100","NULL",2,4459,"They watched of the fireworks.",100,"Filler","Filler",NA
"295","1478890524",44,"ItemPronominalagreementplural33","NULL",7,3190,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"296","1478890524",48,"ItemPronominalagreementplural37","NULL",7,4435,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"297","1478890524",123,"Filler122","NULL",1,3424,"He resolved to give smoking.",122,"Filler","Filler",NA
"298","1478890524",51,"ItemPronominalagreementplural40","NULL",7,2899,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"299","1478890524",74,"ItemBreakableness63","NULL",1,2273,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"300","1478890524",54,"ItemConfigurationParticiples43","NULL",7,4530,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
